#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.19525    4.37769e-11      0.0034448      0.0755161       0.135818        4.90941        2.07133        3.20276
        1.18194    4.35883e-11     0.00959985      0.0774963       0.130868        6.40653        3.91775        2.75713
        1.19158    4.38437e-11      0.0198818      0.0730996       0.124521        5.76734        1.97341        2.61989
        1.19341    4.38255e-11     0.00240254      0.0732418       0.128898        4.93747        1.53335        2.92104
        1.19899    4.40365e-11     0.00680721      0.0675718       0.130848        5.03524        2.24119        3.72181
        1.18986    4.40237e-11      0.0104254        0.07652       0.123403         5.0713        1.94882        5.01661
        1.18608    4.39524e-11      0.0183656      0.0802756       0.123402        6.47396        3.98933        2.52328
        1.19819    4.40129e-11      0.0351531      0.0773319       0.127991        6.01213        4.93227         4.1416
        1.19197    4.38825e-11      0.0205728      0.0775674       0.141972        5.18989        2.80645           5.56
        1.18994    4.39393e-11      0.0072908      0.0777648       0.126784        4.87287         2.0022        6.71401
        1.17616    4.38728e-11      0.0157582      0.0796532       0.117705        5.65431        2.13088        7.04039
        1.18431    4.39403e-11      0.0243678      0.0868856       0.110467        5.46742        2.38519        6.65758
        1.18523    4.39109e-11     0.00779483      0.0886951       0.117149        5.84054        2.82795        5.61647
        1.18755    4.39892e-11      0.0359646      0.0867376       0.111915        5.61332        2.76207         5.7804
        1.17066    4.36043e-11      0.0324864      0.0733227       0.115412        5.30128        2.84595        5.86463
        1.19274    4.40183e-11      0.0359077      0.0737632        0.13401        5.01312        2.74055        5.84358
        1.18352    4.38427e-11      0.0147235      0.0768079       0.140725        5.81444        3.63095        4.00429
        1.19959    4.40693e-11      0.0184844      0.0771354       0.129101        5.56569        2.60869        3.79555
        1.19983    4.40683e-11      0.0167992      0.0724876       0.122272        4.66538        1.92958         5.7987
        1.19644    4.41329e-11      0.0182238      0.0768581       0.127097        5.37439        2.89508        5.96692
        1.18322    4.37849e-11      0.0301722      0.0759722       0.127912        6.23438        3.39143        2.56068
        1.18142    4.36516e-11      0.0166844      0.0810995       0.123197        6.03718        2.60674        4.25097
        1.17747    4.35392e-11      0.0625128      0.0800346      0.0918716        6.43996        6.78206         5.3059
        1.18659    4.35976e-11      0.0675238      0.0810876      0.0897306        6.40656        8.39597         7.2203
        1.17142     4.3152e-11      0.0654443      0.0674551      0.0927926        7.45449        8.30438        1.97519
        1.18254    4.36175e-11      0.0698865      0.0673037      0.0650584        5.93695        6.14117        3.56349
        1.16935    4.36818e-11      0.0679788      0.0765187      0.0698253        6.55367        6.29511        2.91876
        1.16973    4.35653e-11       0.064089      0.0797117      0.0657004         7.2238        6.50982        2.82499
        1.19831    4.39029e-11      0.0575383      0.0779616       0.080244        7.09914        5.46487        1.49958
        1.19207    4.37375e-11      0.0273718        0.08258       0.104791        7.80878          5.258        1.85432
        1.18803    4.40118e-11     0.00818427      0.0884971       0.111918        7.34436        4.91577        2.58141
        1.18409    4.37713e-11      0.0568339      0.0779635       0.103627        5.80854        5.69229        9.72346
        1.18226    4.39914e-11      0.0610757      0.0741391       0.107014        5.47155        4.20992         7.5749
        1.19159    4.36159e-11      0.0567207      0.0740879       0.106357        6.36518        3.76124        2.70591
        1.18772     4.3588e-11      0.0266984      0.0765293       0.121953        7.19109        5.14746        1.84418
        1.20787    4.42015e-11      0.0162095      0.0802581        0.12035        7.14114        5.24217        2.03046
        1.19577    4.40042e-11      0.0209927      0.0783755       0.116313        6.94195        4.95252        1.76562
        1.19584     4.3991e-11      0.0189358      0.0753714       0.114105        7.28447        3.37792        1.88665
        1.19872    4.40331e-11      0.0473276      0.0688848      0.0930201        6.51394        3.60094        2.30282
        1.19175    4.37367e-11       0.026093      0.0822463       0.116907        7.28948        4.48816        2.17037
        1.19455    4.38088e-11      0.0316393      0.0682479       0.118471        6.52411        4.09249        2.33073
        1.19853    4.40374e-11      0.0160493      0.0800359       0.121021        7.36577        3.19224        2.16498
        1.17742    4.35158e-11      0.0187403      0.0751645       0.121816         6.8469         4.3438        2.02635
         1.1787    4.37658e-11      0.0199747      0.0749064       0.118794        5.10306        2.05441        5.95659
        1.18851    4.40192e-11     0.00981766       0.084249       0.127347        6.85308        4.47442        2.62539
         1.2062    4.45293e-11     0.00517846      0.0760692       0.121354        6.66487        2.58647           2.13
        1.16782    4.33396e-11     0.00587804       0.073898       0.127842         6.8005        3.91357        1.82667
        1.17639    4.35797e-11     0.00769349      0.0740386       0.127407        6.55038        4.12698         1.8701
        1.18713     4.3568e-11      0.0221781      0.0794064       0.117749        6.95062        5.49971        3.02488
         1.1908    4.39701e-11      0.0228651      0.0783554       0.119635        5.73771        2.71146        4.31425
        1.19499    4.43232e-11      0.0221331      0.0805282       0.114281        4.72701        1.94017          7.113
        1.18684    4.40093e-11      0.0492734      0.0798915       0.100766         6.6393        4.17982        2.88927
        1.18547    4.38191e-11       0.042002      0.0744216       0.109478        6.57745        4.89839        2.83437
        1.19001    4.40248e-11        0.02299      0.0748846       0.120727        5.59953        2.11652        3.71951
        1.19238    4.37886e-11      0.0332099       0.077433       0.115111        6.80404         4.4577        2.11591
        1.18637    4.42134e-11      0.0379632      0.0817438       0.111374        6.37469        4.18165         4.5176
        1.18329    4.36992e-11      0.0362396      0.0860384       0.111204        6.98697        4.13358        2.44728
        1.17609    4.38808e-11      0.0289034      0.0831644       0.113487        6.55076        4.56144        4.20432
          1.193    4.39711e-11      0.0154276       0.081987       0.126431         5.9821        3.96422        3.69788
        1.19007    4.36917e-11       0.051605      0.0755939       0.110371        5.81986        4.39254        4.28646
         1.2103    4.42919e-11      0.0139878      0.0781325       0.145017        6.47625        5.17141        3.68496
        1.21002    4.42351e-11      0.0401651      0.0736633       0.126481        6.38601        5.52746        3.90624
        1.17127    4.33841e-11      0.0500491      0.0729291       0.126405        5.71049        5.24658        4.23291
        1.18427    4.34998e-11      0.0478057       0.075391       0.125576        5.99278         4.5836        5.09889
        1.19214    4.41174e-11      0.0302848      0.0802137       0.146897        6.54737        6.34876        4.92773
        1.17853    4.36861e-11      0.0202746      0.0800598       0.129199        6.66262        6.20393        5.22157
        1.18608    4.40309e-11      0.0237406      0.0877605       0.117527         4.9826         2.0431        5.44734
        1.19597    4.40449e-11      0.0381529      0.0708491       0.125644        5.20611        3.33565        7.01845
        1.16287    4.34499e-11      0.0100002      0.0829657       0.136273        5.89125        3.57935        8.46421
          1.181    4.38653e-11    0.000388586      0.0826089       0.124354        6.03602        3.90685         8.0273
        1.16709    4.35333e-11      0.0287616      0.0766984       0.120493        5.50718        2.04667        5.63713
        1.16762    4.32645e-11      0.0501305      0.0697352       0.114516        5.16712        2.96858        4.83144
        1.16764    4.35157e-11     0.00843862      0.0807764       0.138334        5.52679        2.83147        5.64436
        1.20304    4.42839e-11      0.0053104       0.079332       0.125176        5.45077        2.11216        5.23219
         1.1812    4.35095e-11     0.00707139      0.0823594       0.130657         6.4985        4.22728        3.19808
        1.18337    4.37669e-11     0.00102214      0.0822578        0.12414         6.4661        3.28828        3.75258
        1.18495    4.37586e-11     0.00576255       0.077274       0.129098        5.49741        2.32005        3.38121
        1.18262    4.35481e-11     0.00853182      0.0756115       0.129518        6.29793        3.76248        2.29551
        1.18648    4.37645e-11       0.011524      0.0717724       0.129627        5.41459        2.71128        3.85207
         1.1751    4.36151e-11     0.00410453      0.0713431       0.137162        5.87482        3.15653        3.31819
          1.203    4.37721e-11      0.0182011      0.0691889       0.136179        5.63099         3.1034        2.75446
        1.17673     4.3823e-11      0.0460986       0.072724       0.101136        5.29026        1.52874        3.80009
        1.19229    4.39402e-11       0.011008      0.0768815       0.118639         4.8535        1.55875        3.57966
        1.18072    4.37255e-11      0.0145942      0.0760452       0.119921        4.95805        1.66414         2.5288
        1.19194    4.42113e-11      0.0174716      0.0847455       0.114885        6.33306        2.43559        2.50275
        1.19381    4.42238e-11      0.0166357      0.0790765       0.111337        4.86257        1.22158        5.44257
        1.17561    4.36594e-11      0.0339892      0.0746279       0.107083        4.56405         1.4948        5.94692
        1.19435    4.38455e-11       0.011256      0.0758187       0.116843        4.03072        1.00572        5.37297
        1.18662    4.36844e-11      0.0398615      0.0701404       0.116372        6.05984        3.97049        1.68836
        1.18767    4.40367e-11      0.0361128      0.0761404       0.124213        7.17921        4.09439        3.22679
        1.18565     4.3689e-11      0.0339081      0.0725085       0.126105        6.59103        2.53518        2.20106
         1.1813    4.38198e-11       0.034087      0.0740467       0.123537        7.20243        4.12414        2.69087
        1.19927    4.41779e-11      0.0049221      0.0825784        0.11919        7.31047        3.26305        2.12618
        1.19943    4.41671e-11     0.00781807      0.0705724       0.125416        6.70628        3.16935        2.67675
        1.18283    4.40218e-11      0.0136049      0.0854299       0.106156         5.2465        1.73899        6.09423
        1.19152    4.41306e-11      0.0241779      0.0871369        0.12185        5.91819        3.75304        6.00067
        1.18388     4.3825e-11      0.0350149      0.0808819       0.113955        5.88716        2.78984        4.17866
        1.17286     4.3749e-11      0.0200207      0.0846928       0.121275        6.40314        4.14831        4.16433
        1.18865    4.40131e-11       0.024143      0.0818999        0.12354        4.60109         1.7247        6.32815
        1.18719    4.37774e-11      0.0117078      0.0731838       0.116722         4.2463        1.12344        7.15077
        1.18853    4.40242e-11      0.0179261      0.0774668       0.110848        4.75394        1.55115        6.44437
        1.17534    4.34624e-11      0.0246348      0.0760614       0.113971        4.85867        1.79241        5.72343
        1.18963    4.39929e-11      0.0236999      0.0816154       0.119258         7.4316        4.66954        2.00635
        1.18725    4.37808e-11      0.0113432      0.0799428       0.117127        7.41896        4.97504        1.81219
        1.19431    4.38707e-11      0.0179049      0.0792061       0.114158        7.18477        5.25895        1.75475
        1.18778     4.3583e-11     0.00427784      0.0799777       0.110771        4.60463       0.983908        6.55492
        1.19096    4.38105e-11     0.00317425      0.0712717       0.110522        4.05378       0.889441         5.9385
        1.18218    4.36323e-11     0.00176213      0.0728348       0.112496        4.42303         1.3648        6.25989
        1.17904    4.36533e-11    0.000841546      0.0785754       0.116665        4.93614         1.9666        5.52634
        1.18156    4.38107e-11     0.00306821      0.0727019       0.117084        4.00829       0.912944        7.27582
        1.19368    4.35289e-11      0.0114582      0.0753353       0.106533        4.02567       0.802389        7.96781
        1.19407    4.42427e-11       0.010935      0.0735243       0.105833         3.9353       0.989168        7.96969
        1.18477    4.35516e-11      0.0124485      0.0695245       0.109923        4.12236        1.14787        7.49045
         1.2012     4.3849e-11      0.0176824      0.0767269       0.110726        4.26692        1.26795        8.11781
        1.17849    4.38458e-11      0.0356988      0.0729187       0.107601        4.40323        1.66372        7.45611
        1.20322    4.39508e-11       0.041124        0.07766       0.110951        5.04135        2.60743        6.46098
        1.20596    4.42617e-11      0.0241239      0.0843346        0.11717        5.26088         2.7742        8.76464
        1.19707    4.41984e-11     0.00589344      0.0853722       0.123915        5.46592          2.355        7.79083
        1.18031    4.38771e-11     0.00617756      0.0860976       0.113942        5.30492        2.41738        7.75368
        1.18463    4.40612e-11     0.00730263      0.0854751       0.127589         6.8905        4.15225        4.53838
        1.19205     4.3889e-11     0.00943171      0.0823586       0.118413        5.43447        2.62875        5.51749
        1.18825    4.38692e-11      0.0221441      0.0815425       0.133022         5.2999        3.12859        5.35866
        1.18622    4.36593e-11      0.0353003      0.0780153       0.135972         5.1042        2.99301        5.09689
        1.18899    4.37108e-11      0.0480742      0.0651864       0.127715        5.47633         4.9805        6.95081
        1.19147    4.39203e-11      0.0605742      0.0663876       0.116125        4.45986        2.91033        7.01582
        1.18461    4.36027e-11      0.0648075      0.0738133        0.11129        5.90745        5.90933        9.54337
        1.18692    4.37296e-11      0.0690794      0.0741445      0.0998959        5.82042        6.29251        6.87768
        1.18371    4.35076e-11      0.0694239      0.0674329      0.0996594        5.56954        7.17962         6.1501
        1.18977    4.34125e-11      0.0640733      0.0709025        0.11511        7.20834        9.58674        2.71806
        1.20034    4.36312e-11      0.0503979      0.0652292       0.109788        7.27007        9.16992        1.85285
        1.19784    4.44373e-11      0.0654565      0.0705227      0.0821824        7.15504        8.82302        1.92033
        1.17572    4.35544e-11      0.0142655      0.0770541       0.134208         5.7655        3.17546        8.00339
        1.16314    4.34029e-11     0.00411791      0.0772288       0.126272        4.76176        2.11116        9.90476
        1.18241    4.35836e-11    0.000327715      0.0775176       0.124487        4.57976         1.7165         9.4075
        1.18542    4.31262e-11      0.0204838      0.0734817       0.114227        4.26659        1.25458        8.93136
        1.18714    4.43685e-11      0.0266247       0.070875       0.105478        4.59871        1.44629        8.32137
        1.18391    4.41974e-11      0.0384459      0.0711898       0.102939        5.17517        2.32702        7.34789
        1.17283    4.33932e-11      0.0665604      0.0674252      0.0875163         4.7536         3.1117        7.16238
        1.18697    4.32939e-11      0.0674896       0.072235      0.0860618        4.35526         2.5048        7.73362
         1.1914    4.36097e-11      0.0605771      0.0708082      0.0967481        4.62514        2.98845        7.41804
        1.18428    4.39641e-11      0.0527856      0.0765952       0.100847        4.94951        2.44957        9.22808
        1.19348    4.40977e-11      0.0309342      0.0739219       0.123376        5.38703        2.42736        8.02353
        1.18621    4.41401e-11      0.0171018      0.0800926       0.135207        5.76736        3.69896        8.27218
        1.18804    4.42046e-11      0.0103976       0.081542       0.138955        5.54108         3.0819        7.94311
        1.18911    4.41482e-11      0.0131007      0.0797851       0.132181        5.27509        2.56402        8.25482
        1.19331    4.39489e-11      0.0131649      0.0789307       0.132557        5.17415        2.53167        8.76042
        1.19564    4.39307e-11     0.00996908       0.078232       0.138429        5.00647        2.72301        8.64613
        1.18247    4.39358e-11     0.00344571      0.0802759       0.130396        5.85972        3.58776         6.1691
        1.18307    4.39472e-11     0.00381563      0.0868274       0.130777        5.72252        4.04901        6.97877
        1.17316    4.35038e-11       0.028539      0.0865014       0.123363         5.4768        2.95065        7.65563
        1.18618    4.42452e-11      0.0393344      0.0851572       0.101811        5.03926        1.79088        9.34365
         1.1797    4.37447e-11      0.0366961      0.0736519       0.110581        4.73777        1.79242        9.02625
        1.19315    4.39912e-11      0.0361575      0.0756188       0.107741        4.53512        1.41436        8.98263
          1.175    4.35826e-11     0.00695614       0.076197       0.117467        4.51184        1.80541        9.23112
        1.17184    4.35762e-11       0.016422       0.073332       0.128916        4.58799        2.12972        8.37861
        1.18287    4.36748e-11      0.0345632      0.0731397       0.116922         4.7626        2.04345        9.02004
        1.17942     4.3807e-11     0.00169558      0.0726827       0.138554        4.82114        2.53169        7.81071
        1.18915    4.36871e-11       0.047479      0.0688428       0.103632        4.48715        1.46363        9.47622
        1.19579    4.39083e-11      0.0131584      0.0765892       0.112111        4.59592        1.31442        9.61788
        1.17903    4.37365e-11      0.0217044       0.078657       0.104455        4.78462         1.2599        9.69105
        1.18568    4.39723e-11      0.0153502      0.0774863       0.113033        4.75378        1.69404        9.18669
        1.19421    4.41273e-11     0.00328469      0.0823032       0.121829         4.6627           1.84         9.6903
        1.17058    4.34864e-11      0.0219632      0.0738078       0.111138        4.58227        1.42711        9.31859
        1.17952    4.37411e-11      0.0329592      0.0856853      0.0933883        5.52502        1.77888        8.86259
        1.18137    4.37126e-11      0.0296594      0.0802393       0.115105        4.72137        2.22485        8.58128
        1.18204    4.36281e-11      0.0269749      0.0750769        0.12982        4.14699        1.99315        9.94972
        1.19597    4.38807e-11      0.0334689       0.066867       0.124035        4.09997         1.6843        9.31663
        1.19458    4.36445e-11      0.0109931      0.0782057       0.126046         4.4498        1.87507        9.29735
         1.1857    4.41873e-11      0.0102874      0.0708105       0.125951        4.97023        2.09047        7.37129
        1.20147    4.44858e-11     0.00704453       0.070529       0.130759        5.24682         2.3716        5.61293
        1.18847    4.39126e-11     0.00635581      0.0788042       0.126715         6.5102        3.71051        2.20647
        1.18955    4.40561e-11      0.0115894      0.0766542       0.122034         6.5777        3.15965        2.06274
        1.18794    4.38103e-11    0.000474194      0.0757875       0.125756         6.2592        2.25825        2.09955
        1.18892     4.4277e-11     0.00677172      0.0734243       0.119163        5.73286        1.57017        2.56129
        1.19025     4.3894e-11     0.00419672      0.0717032       0.124046        5.32533        1.74331        2.69536
        1.18623    4.35182e-11     0.00446211      0.0743412       0.124213        5.58558        1.99117        2.51749
        1.18328    4.35266e-11     0.00678817      0.0793538       0.124059         5.7726        2.42353        2.85626
        1.18443     4.3595e-11      0.0129199      0.0799205       0.118905        5.33924        2.05984        3.87439
        1.18041    4.40579e-11      0.0195779      0.0780715       0.118579        4.97259        1.92492         3.4159
        1.17715    4.34326e-11      0.0237741       0.071985       0.126007        5.14252        2.52975        3.03374
        1.18936    4.38587e-11      0.0362739      0.0665271       0.129427        4.43692        2.18133        4.57824
        1.18114    4.35724e-11      0.0431163      0.0687426       0.108576        3.72372        1.16074        7.39219
        1.17607    4.35907e-11      0.0374298      0.0685712       0.103815        4.09037        1.31136        8.66555
        1.18742    4.39227e-11      0.0422489      0.0764872       0.101205        3.91216        1.20195        9.03983
        1.18682    4.38357e-11     0.00692813       0.069036       0.122821        3.89377        1.22616        8.86938
        1.19384    4.42045e-11    0.000197502      0.0737538       0.113369        3.88539        1.17413        8.88628
        1.18187    4.37634e-11      0.0137495       0.076951        0.11139        4.27928        1.48702        9.31969
        1.17757    4.36393e-11       0.023077      0.0680372       0.121808         3.7599        1.30786        9.66961
        1.18707    4.39053e-11      0.0299569      0.0756555       0.110043        4.59399        1.26423        9.84574
        1.18433    4.38892e-11      0.0328724      0.0754223       0.107236        4.37558        1.26018        9.80263
        1.18098    4.38625e-11      0.0204818      0.0747073       0.114346         4.8771        1.93564        8.47979
        1.18561    4.40701e-11      0.0513057      0.0839746      0.0997801        6.15239        3.61118        5.60335
        1.19177    4.38814e-11       0.034558      0.0770482       0.114411        6.13357        4.23297        5.04445
        1.18766    4.40622e-11      0.0359171      0.0825921       0.116007        5.47088        2.55435        5.66272
         1.1903    4.37379e-11     0.00449255      0.0761393       0.137852        6.04699        4.37003         3.4246
        1.19606    4.39231e-11      0.0145103      0.0738494       0.144132        5.60944        3.65362        4.53954
        1.17889    4.37225e-11      0.0124609      0.0756282       0.132047        4.58478        2.14756         6.5866
        1.20268    4.41548e-11      0.0316369      0.0758564       0.135156        4.85755        2.95829        6.99415
        1.18566    4.40012e-11      0.0222478      0.0751169       0.144336        6.10694        4.14647        4.57342
        1.19603    4.42597e-11      0.0107891      0.0766394       0.138794        6.08252        4.07049        4.90316
        1.17576    4.33575e-11      0.0190334      0.0804514       0.137905        5.83477        4.25843        5.75272
        1.18763    4.36102e-11      0.0284468      0.0759046       0.133116        5.86147        3.76044        5.21212
         1.1627    4.35423e-11      0.0333586      0.0753743       0.119569        5.45307        2.90385        6.09869
        1.18383     4.3562e-11      0.0379697      0.0814182        0.10894        5.28241        1.62943        4.95888
        1.19026    4.36389e-11      0.0233565      0.0747407       0.125537        6.21979         3.6878        3.06849
        1.18403    4.35877e-11     0.00265153      0.0798593       0.131189        6.04764        3.77757        2.95001
        1.18023    4.36621e-11     0.00313839      0.0799754       0.127597        5.94865        2.88677        5.09918
        1.18354    4.40722e-11      0.0202927      0.0845593       0.118014         5.8091        2.83312        6.36966
         1.1845    4.36606e-11      0.0208561      0.0840221       0.125645         5.8961        3.23773        6.63473
        1.18582    4.42537e-11      0.0379846      0.0782088       0.107486        6.13753        2.19018        4.40199
        1.17731     4.3961e-11      0.0126808      0.0816171       0.123604        6.21409        3.19111        5.78749
        1.19174    4.39021e-11      0.0186427       0.077839       0.121849        6.09648        2.41714        2.92359
        1.17082    4.35537e-11      0.0269241      0.0793904         0.1226        7.10112        5.50898        2.66007
        1.19822    4.42373e-11     0.00357451      0.0884345        0.11405        7.28092        4.17314        2.77249
        1.17136    4.37142e-11     0.00455026      0.0801549       0.127998        6.97388        5.19081        2.53669
        1.19113    4.39591e-11     0.00845433      0.0769914       0.122582         7.3053        5.00741        1.36607
        1.18297    4.37113e-11      0.0041739      0.0686196        0.11967        7.41498        5.21223        1.12807
        1.18705    4.39602e-11       0.020125      0.0791981       0.114999        8.21514        4.69457        1.89455
        1.17255    4.37534e-11      0.0286246      0.0754406       0.109236        8.30164        4.72326        1.31061
         1.1801    4.35366e-11      0.0368774      0.0772192       0.101032        7.37712        4.15764        2.15005
        1.19039    4.39492e-11      0.0162704      0.0757261       0.119982        7.26203        3.43427        1.77936
        1.18708    4.40544e-11      0.0209517      0.0809943       0.109838        6.90449        2.12099        2.31263
        1.18333    4.37966e-11      0.0334059      0.0762645       0.114091        4.95869        2.45407        7.69526
        1.18217    4.37937e-11     0.00226774      0.0808333       0.138225        4.96835        2.53745        8.89336
         1.1834    4.35771e-11     0.00297187      0.0785562       0.133866        5.07186         2.5957        8.79114
        1.19805    4.38294e-11     0.00879622      0.0790166       0.130124        5.01526         2.3451        9.65115
        1.18297    4.37831e-11     0.00855126      0.0812639       0.129232        5.18997        2.52662        9.30863
        1.18856    4.39543e-11     0.00274207      0.0908244       0.116875        5.67952        3.45931        8.82883
        1.18785    4.40176e-11      0.0348542      0.0851431       0.139792        5.64668        4.51305        9.56722
         1.1905    4.38768e-11      0.0404764      0.0834869       0.126364        5.46156        3.06069         7.3119
        1.19632    4.40613e-11      0.0188401      0.0765585       0.141862        5.35002        3.12331        6.65119
        1.20306    4.40831e-11      0.0382853      0.0753382       0.132336        5.14397        3.15636        5.91805
        1.18544    4.42418e-11      0.0368534      0.0819252       0.128432        5.91711        3.47331        5.24329
        1.19441    4.44737e-11      0.0195895      0.0760568       0.133004        5.84175        3.66689        7.00974
        1.18701    4.41064e-11      0.0252388      0.0813888       0.138236        5.36247        3.39296        7.76282
        1.18821     4.3743e-11      0.0542831      0.0720207       0.113166        4.90397        3.00386          8.505
        1.18833    4.40496e-11      0.0515811      0.0768573       0.118505        5.96389        4.31998        8.90622
        1.18076    4.38428e-11      0.0295782      0.0804252        0.11194        5.12029        2.11164        9.26292
        1.18671     4.3853e-11      0.0393677      0.0826695      0.0995067        5.30271        1.61699        8.26634
        1.19082    4.40069e-11      0.0312935      0.0819932      0.0959752        4.78237         0.5872        8.02541
        1.20504     4.4011e-11      0.0363271      0.0781017      0.0864034        4.31324       0.733592        8.39717
        1.19389    4.42795e-11      0.0439269      0.0796804      0.0762984        4.23398       0.210744        9.53202
         1.1995    4.42144e-11       0.043345      0.0732099      0.0814166        4.23054       0.812601        9.84614
        1.17469    4.39931e-11      0.0383773      0.0763601      0.0872802        4.35258       0.610058        9.32346
        1.17328    4.38441e-11      0.0174492      0.0739451       0.098844        3.76995       0.607315        9.37316
        1.18522    4.42378e-11      0.0102007      0.0744288      0.0984283        3.65376       0.684771        8.95215
        1.18685    4.35635e-11     0.00908634      0.0791117       0.103894         4.1147       0.932167        9.74091
        1.17864    4.36322e-11     0.00783865      0.0741491       0.103677        4.09758        1.19713        9.96078
        1.19646    4.38927e-11    0.000920336      0.0843929       0.106906         4.1668        1.03654        9.97732
        1.18802    4.36889e-11     0.00910617      0.0768588       0.102637        4.11622       0.737218        9.77464
        1.17905    4.35583e-11     0.00580949      0.0813383      0.0952331        4.42695       0.644568        9.70183
        1.18334    4.37651e-11      0.0058871      0.0809692      0.0966923        4.48655       0.768146        9.99475
        1.19094    4.40441e-11     0.00201431      0.0820902      0.0921512        4.57845       0.839995        9.78225
        1.17502    4.38018e-11      0.0111206      0.0893177      0.0928663        5.02399       0.844132        9.25147
        1.19652     4.4071e-11      0.0335414      0.0845033       0.091876        4.39801       0.916555        8.49413
        1.18833    4.38665e-11      0.0160832       0.073657       0.108822         4.0893        1.27909         7.4221
        1.18729    4.37668e-11      0.0133733      0.0803774       0.118214         5.7125        3.17291         4.0399
        1.19044    4.38006e-11      0.0272581       0.081634       0.123939        6.00531        3.48038        3.57593
        1.18663    4.36953e-11      0.0155883      0.0807432       0.129744        6.57823        3.97761        2.57943
        1.17532    4.35324e-11      0.0195872      0.0804028       0.111758          6.334         2.1128        2.54325
        1.18441     4.3722e-11      0.0185727      0.0807658        0.12255        6.91302         4.1374        2.79553
        1.17553    4.37966e-11      0.0128704      0.0829198       0.115676         5.8081        2.35679         4.6953
        1.17653     4.3939e-11      0.0144835      0.0834175       0.117731        5.37651        1.90212        4.27192
        1.19173    4.39731e-11      0.0359637      0.0801231       0.104454        5.37689        1.82743        3.22722
        1.18313    4.38587e-11       0.012441      0.0813628       0.125508        5.65505        2.95292        3.96858
        1.17591    4.35752e-11      0.0110217      0.0763669       0.122173        6.01792        2.07484         3.4191
        1.16436     4.3574e-11      0.0378668      0.0803659       0.114672        8.12377        2.34195        1.80677
        1.19205    4.40175e-11      0.0214103      0.0708536       0.127273        7.34055         3.7198        1.75255
        1.18735    4.39124e-11      0.0128799      0.0740402       0.126815        7.19072        3.37989         2.1471
        1.17588    4.36961e-11     0.00775533      0.0699808       0.120635        6.49942        3.31019        1.66985
        1.17773    4.40824e-11      0.0265727      0.0806514       0.113787        6.81714        3.62347        3.70171
        1.19376    4.37866e-11      0.0356408      0.0853523      0.0982889        5.24101        1.79397        6.91404
        1.19306    4.36241e-11      0.0263807      0.0831923       0.110048        5.05822        1.84638        6.49006
        1.17325    4.38191e-11      0.0023494      0.0881837       0.120732        6.26924        3.03029        4.45698
        1.16607    4.39141e-11      0.0130936      0.0818589       0.113301        5.75416        1.69383        3.49832
          1.166    4.37089e-11      0.0110139      0.0815342       0.114309        5.67393        1.86387        3.48094
        1.21153    4.41326e-11      0.0208366        0.08237        0.11642        5.49501         1.9997        3.01102
        1.18782    4.36659e-11     0.00415566      0.0866094       0.131255         6.4501        3.58468        2.99034
        1.18228    4.38759e-11     0.00296844      0.0714014       0.134831        6.74435        3.92134        2.33988
        1.19483    4.41563e-11      0.0202913      0.0746469        0.12569        6.66852        5.17926        3.09105
        1.19587    4.40281e-11      0.0272257       0.077169       0.124946        4.30628        1.80052           7.55
        1.19505    4.35412e-11      0.0093162       0.071202       0.127556        4.74782        2.12014         6.4813
        1.18481     4.3446e-11       0.021931      0.0832742       0.128011        5.54372        3.27144         4.4495
        1.18081    4.39135e-11      0.0194711      0.0862973        0.12948        6.17573        3.37133        4.00999
        1.19372    4.38407e-11      0.0513921      0.0698437        0.11376        6.18255        2.67697        3.78687
        1.19555    4.42174e-11      0.0530856      0.0694288       0.100003        5.10724        1.62119        2.88136
        1.20098     4.4333e-11      0.0257846      0.0755844       0.106279        5.36488        1.34144        4.02205
        1.20341     4.4148e-11      0.0237157      0.0834152       0.109849        5.38598        1.85429        4.18782
        1.18816    4.38888e-11     0.00496407      0.0803635       0.120899        4.68794        1.69127        4.04875
         1.1731    4.35786e-11     0.00405715      0.0693309        0.12716        4.66874        1.81028        4.03526
        1.20322    4.39338e-11      0.0177308      0.0719872       0.116652        4.60003        1.29254        4.60317
        1.18722    4.37439e-11      0.0158342      0.0769172       0.115276        4.67323        1.69476        3.99505
        1.18686    4.41363e-11      0.0188438       0.075467       0.114008         5.0874        1.75771        3.08443
        1.18879    4.39207e-11      0.0307723      0.0791984       0.118493        5.98991        3.09733        2.80031
        1.19485    4.37185e-11      0.0313217      0.0745035       0.119191        6.09086        3.06773        2.98741
         1.1739    4.38068e-11      0.0267987      0.0747199       0.123093        6.21894        3.95363        2.99805
        1.18527    4.36866e-11      0.0232242      0.0716112       0.131532        6.37584        3.63709          2.588
        1.20209    4.43276e-11       0.016669      0.0767639       0.126687         5.5277        2.12716        4.24687
        1.20353    4.43139e-11      0.0411247      0.0703781       0.116142        4.75398        1.98684        3.58586
        1.20082    4.38412e-11      0.0570938        0.07067       0.104254        5.11944        3.76392        2.87272
        1.17837    4.35995e-11        0.06903      0.0671472      0.0927488        4.60144        2.54038        3.01265
        1.19112    4.36271e-11      0.0699804      0.0638882      0.0915021        4.34677        2.60885         2.7818
         1.2039    4.42184e-11      0.0675628      0.0701128       0.100436        6.32721        6.15226        2.61627
        1.17715    4.35987e-11      0.0512529      0.0735787       0.110281        6.95299        6.98098        3.99106
