#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.19153    4.37003e-11      0.0176521      0.0755019       0.109476         8.2471        9.63602        1.32156
        1.19608    4.45001e-11     0.00384313      0.0762988       0.113232        8.23211        9.61333        1.37771
        1.19217    4.42236e-11      0.0083935       0.079873       0.106597        8.26117        9.65976        1.28752
        1.20002    4.39049e-11     0.00631471      0.0729388       0.106323        8.30641        9.70902        1.16128
        1.17288    4.32344e-11     0.00958757       0.080727       0.105106         8.1681        9.49528        1.43109
        1.19897    4.37561e-11      0.0246327      0.0763219       0.102763        8.48642         9.9442       0.784767
        1.18837    4.40733e-11      0.0133843      0.0704027       0.103241        8.42607        9.86358       0.916186
        1.17282    4.37358e-11      0.0122168      0.0743599       0.103235        8.11874        9.40789        1.53503
        1.18362    4.38067e-11      0.0175572      0.0867583      0.0968128        8.15247        9.44049        1.46495
        1.18537     4.3939e-11      0.0333303      0.0847707      0.0990799        7.87187        9.05599        1.99635
        1.18411    4.38944e-11       0.031483      0.0810245       0.103077        7.79591        8.92936        2.11454
        1.17084    4.36861e-11      0.0328355      0.0794584       0.109412        7.15381        7.89383        3.37706
        1.17826    4.38133e-11      0.0392163      0.0848865       0.110218        7.35488        8.21014        2.95093
        1.17717    4.37333e-11      0.0405438      0.0757571       0.120553        7.25116        8.07594        3.17644
        1.18662    4.37632e-11      0.0332388      0.0754615       0.134274        7.33387        8.20776        3.08167
        1.19376    4.38098e-11      0.0203543      0.0806675       0.127607        7.54993         8.5627        2.63447
        1.20263    4.41956e-11      0.0142302      0.0824627       0.126982        7.57834        8.63628        2.57731
        1.20167    4.41585e-11     0.00622317      0.0808609       0.124612        7.47815         8.5062        2.78589
        1.17544    4.37359e-11     0.00782121      0.0827967       0.122503        7.42843        8.42605        2.86053
        1.19679    4.39953e-11      0.0228018      0.0829468       0.124322        7.68929        8.87067        2.30521
        1.18253    4.39475e-11     0.00477923      0.0801524       0.119888        7.79231        9.02283        2.10868
         1.1854    4.36127e-11      0.0145577      0.0803851       0.115571        7.66461        8.80368        2.39031
        1.18416    4.34499e-11      0.0189722      0.0810162       0.122614        7.27745         8.2163        3.11361
        1.18572    4.40187e-11      0.0249317      0.0780268       0.124797        7.29256         8.2419        3.10974
        1.18722    4.33112e-11      0.0337333      0.0876439       0.121536        7.05915        7.87061        3.58042
        1.18056    4.41203e-11      0.0420358       0.075941       0.118869        7.17999        8.06895        3.31514
        1.17835    4.36142e-11      0.0236933      0.0854098       0.128257        7.15874        8.05344        3.27735
        1.18985    4.40808e-11    8.88817e-05      0.0810664        0.14294        7.16923        8.06429        3.24048
        1.17811    4.36633e-11     0.00606271      0.0811433       0.135321        6.92269        7.70273        3.72612
        1.18723    4.37361e-11      0.0149043      0.0799441       0.132535        7.24536        8.18762        3.08028
        1.18632    4.41768e-11     0.00202846       0.083863       0.127803        7.28219        8.26593        3.00175
        1.17975    4.35425e-11      0.0185851      0.0803148       0.128843        7.26555         8.2304        3.05883
        1.18689    4.39684e-11     0.00753086      0.0835607       0.126127        7.57474        8.70999        2.46315
        1.19263    4.41248e-11      0.0067236      0.0762011       0.125202        7.42857        8.46064        2.76549
        1.19805    4.41326e-11     0.00100038      0.0857462       0.131108        7.28373        8.24189        3.06239
         1.1786    4.40104e-11      0.0187686      0.0874496       0.121963        7.28243         8.2367        3.03487
        1.17484    4.36867e-11    0.000446351      0.0837097        0.13339        6.98734        7.79263        3.56345
         1.1664    4.35442e-11      0.0249959      0.0803873         0.1313        7.36712        8.40393        2.74674
        1.20433    4.41177e-11     0.00176421      0.0780595       0.132401        7.32051        8.34242        2.81017
        1.18971    4.38347e-11     0.00493602      0.0779604       0.131353        7.49222        8.60742        2.48414
        1.19183    4.40144e-11      0.0170751      0.0746984       0.121387        7.48175        8.59822        2.48031
        1.18717    4.39236e-11      0.0143018      0.0739255       0.131787        7.48347        8.59905        2.49216
        1.17944    4.37929e-11      0.0164219      0.0707103       0.135221        7.16134        8.11062        3.11574
        1.19617    4.39407e-11     0.00249798       0.087533       0.130528        7.34934        8.40717         2.7366
        1.19248    4.43826e-11     0.00267074      0.0806237       0.130107         7.3923         8.4713         2.6665
        1.18416    4.38796e-11      0.0149718      0.0807702        0.11856        7.45913        8.52005        2.55508
        1.18487    4.39217e-11      0.0190779      0.0802849       0.123229        7.64265        8.78646        2.26376
        1.18892    4.39313e-11      0.0163276      0.0749165       0.122827        7.69708         8.8662        2.18658
        1.20091    4.40401e-11      0.0131404      0.0785864       0.118507        7.88293        9.16363         1.7753
        1.18796    4.36359e-11      0.0156789      0.0832229       0.112014        7.85215        9.12505        1.88369
        1.18973    4.38572e-11         0.0181      0.0761991       0.111273        8.23118        9.68471        1.13294
        1.19968    4.41554e-11      0.0155361      0.0807364       0.103206        8.21563        9.69024        1.13001
        1.19159    4.40805e-11      0.0205222      0.0827235      0.0998729        8.12552        9.56146        1.30453
        1.17142    4.36147e-11     0.00160868      0.0832252       0.110412        8.03543        9.43687        1.45101
        1.17197     4.3179e-11      0.0188353      0.0835012       0.105218        7.77132        8.99792        2.00081
        1.19978     4.4594e-11      0.0044056       0.084404       0.113557         7.9112        9.15767        1.75492
        1.18594     4.3836e-11     0.00364545      0.0763528       0.119018        7.66719        8.77233        2.24431
        1.19585    4.43703e-11     0.00235261      0.0747643       0.115822         7.7347        8.86841         2.0784
        1.17388      4.359e-11      0.0372174      0.0713903       0.111543         7.6712        8.77048        2.19182
        1.17684    4.34516e-11      0.0198019      0.0793301       0.116235         7.8542          9.068        1.72146
        1.20296    4.42256e-11     0.00255827      0.0750359       0.116463        7.88855        9.09839        1.67846
        1.19762    4.41528e-11    0.000841015      0.0760002       0.118218        7.82159        8.98684        1.84749
        1.17427    4.35092e-11     0.00883242      0.0790913       0.110131        7.84088        8.98636        1.77695
        1.18537    4.37981e-11      0.0213636      0.0780491       0.121352        7.73352        8.85781        1.98159
        1.20005    4.42239e-11      0.0154883      0.0799195       0.121503        7.33217        8.25615        2.79378
        1.17774    4.39754e-11       0.010319      0.0853169       0.122578        7.66507        8.80234        2.11824
        1.18875    4.41579e-11      0.0159376      0.0723337       0.120599        7.63999        8.76642        2.22454
        1.17388     4.3654e-11      0.0152152      0.0773525       0.118472        7.62089         8.7422        2.26061
        1.18923    4.38215e-11      0.0132231      0.0771182       0.121335         7.6358        8.72774        2.24916
        1.19168    4.39951e-11      0.0164318      0.0777217       0.115859        7.52518        8.55348        2.39238
        1.19004    4.38796e-11       0.017092      0.0833898       0.115565        7.67604        8.78004        2.07462
        1.18665    4.39905e-11      0.0138948      0.0745624       0.115312        7.77483        8.92693        1.85618
        1.21109    4.41886e-11     0.00696856      0.0721315       0.125558        7.85251        9.04867        1.78693
        1.20016    4.39513e-11      0.0107186      0.0794917       0.109114        7.96949        9.16176        1.62077
        1.16841    4.36052e-11      0.0237818      0.0808405      0.0969668         8.1502        9.41417        1.29752
        1.19954    4.35624e-11      0.0455393      0.0734732      0.0935255        8.05535        9.28537        1.48273
        1.19986    4.36409e-11       0.045537      0.0724412       0.106051        8.11174        9.38446        1.34257
        1.19885     4.4292e-11      0.0209645      0.0734345       0.105415        8.25955        9.62404        1.06089
        1.18932    4.40013e-11      0.0225176      0.0792245       0.098243        8.23488        9.60066        1.09755
        1.18275    4.38244e-11     0.00934621        0.07592       0.104701        8.06889        9.34828        1.38111
        1.19296    4.40015e-11      0.0216416      0.0834367       0.100624         8.1649        9.49393        1.19382
        1.18427    4.38634e-11     0.00637199      0.0806903       0.105465         8.0706        9.34939        1.35031
         1.1784    4.36098e-11      0.0114122      0.0846529        0.10143         7.8418        8.96118        1.82022
         1.1756    4.40714e-11      0.0431862       0.082011      0.0906855        7.69835        8.73031        2.08422
        1.18354    4.39403e-11      0.0551157      0.0768535      0.0858462        7.59024        8.55978        2.28707
        1.17393     4.3521e-11      0.0466595      0.0854515       0.106497        7.65149        8.67056        2.16988
        1.18724    4.38828e-11      0.0264484      0.0831744       0.120615        7.54885        8.54473        2.37215
        1.19302    4.42118e-11      0.0284427      0.0837922       0.111726        7.64336        8.71689        2.06825
        1.19258    4.42165e-11      0.0252026      0.0829705        0.10789         7.6668        8.72524        2.01632
        1.18237    4.39781e-11      0.0258417      0.0810782       0.117707        7.42114        8.34316        2.55684
        1.18421     4.3957e-11      0.0260229      0.0798822         0.1126        7.79714        8.94359        1.63462
        1.18418    4.37241e-11      0.0168104      0.0732776       0.109954         7.7319         8.8337         1.7757
         1.1586    4.33685e-11     0.00824813      0.0888537       0.109346        7.78947        8.91769        1.65861
        1.21337    4.44953e-11     0.00497753      0.0819552       0.107711        7.81606        8.90061        1.63397
        1.21554    4.41256e-11     0.00931093      0.0804778       0.119522        7.47593        8.34397         2.3289
        1.15828    4.33187e-11     0.00309143      0.0879604       0.119515        7.71014        8.73733        1.81277
        1.17926    4.37253e-11       0.024019      0.0755823       0.111869        7.87417        8.96587         1.4518
        1.18703    4.37056e-11      0.0258913      0.0703158       0.112296        7.78042        8.82319         1.6305
        1.18334    4.39902e-11     0.00394235      0.0737391       0.121189        7.67657        8.64098        1.83119
        1.17964    4.36166e-11     0.00164001       0.079055       0.126268        7.65129        8.67478        1.86661
        1.17495    4.35744e-11     0.00106263      0.0799119       0.113082        7.81774        8.91912        1.57101
        1.18262    4.35286e-11      0.0253574      0.0703259       0.108376        8.06248         9.2691        1.07941
        1.19027    4.37333e-11      0.0213319      0.0705527         0.1031        8.10772        9.31919        1.01781
        1.18021    4.33722e-11     0.00954058       0.068317       0.108458        8.19057        9.45392       0.851764
        1.17947    4.35682e-11      0.0242413      0.0641191       0.110509        8.12529        9.37141       0.944105
        1.19192    4.38785e-11      0.0054264      0.0685293       0.103346        8.12799        9.32866        1.01811
        1.19926    4.41239e-11      0.0264319      0.0783631       0.104367         7.9674        9.09141        1.34182
        1.18413    4.36523e-11     0.00695582      0.0768577       0.106321        8.12742        9.28312        1.04621
        1.19082     4.3968e-11      0.0143819      0.0693314       0.107297        8.14505        9.31476       0.991284
        1.17224    4.33258e-11      0.0045541       0.071004       0.107035        8.05086        9.14413         1.2292
          1.187    4.36818e-11      0.0305233      0.0681253       0.103498        8.14401        9.29546        1.00938
        1.19119    4.38906e-11       0.036799      0.0701491      0.0948747         8.2883        9.50762       0.786726
        1.20366    4.41193e-11      0.0307533       0.078437      0.0898155        8.31858        9.53857       0.766501
        1.19768    4.43153e-11       0.043482      0.0697754      0.0888663         8.4043        9.65001       0.643439
        1.19905    4.36575e-11      0.0320633      0.0721417      0.0939328        8.35254         9.5665       0.735755
        1.16742     4.3584e-11      0.0325147      0.0721037      0.0966309        8.26058        9.44075       0.919841
        1.18981    4.39975e-11      0.0321213      0.0761484      0.0960874        8.00799        9.02706        1.41915
        1.19484    4.37303e-11      0.0334158      0.0840513       0.091683        8.03123        9.04198        1.38222
        1.18243    4.39381e-11       0.034612      0.0828299       0.100458        8.04283        9.10928        1.32926
        1.19278    4.40045e-11       0.034718      0.0697961       0.109168        7.94317         8.9612        1.49637
        1.17401    4.34331e-11     0.00139174      0.0730358       0.107043        7.96779        8.93781        1.46593
         1.1833    4.37064e-11      0.0258491       0.082673       0.101875        7.86361        8.78829        1.64679
        1.17715    4.35463e-11      0.0378061      0.0809779      0.0935775        7.89309        8.78016        1.60875
        1.18323    4.36671e-11      0.0505629      0.0753954      0.0905168        7.71013        8.49257        1.97801
        1.18822    4.40414e-11      0.0478794      0.0736434      0.0947291        7.85119        8.63074        1.71882
        1.19551    4.41608e-11      0.0519836      0.0652086        0.10336        7.93064        8.77775        1.55567
        1.19512    4.37673e-11     0.00251742      0.0748405       0.118261        7.67079        8.40975        2.07104
        1.20234    4.44075e-11     0.00338122       0.081675       0.115979        7.69375         8.4452        2.01463
        1.20164     4.4053e-11      0.0179616      0.0791491       0.114851        7.64318        8.38397        2.12114
        1.20206     4.4062e-11      0.0300572      0.0772938        0.11227        7.47078        8.07521         2.5001
        1.18456    4.38968e-11     0.00787761      0.0873404       0.112144        7.60213        8.25337        2.18664
        1.18397    4.37883e-11      0.0127003      0.0792343       0.119569        7.76754        8.48458        1.98254
         1.1885    4.36768e-11      0.0126662      0.0753909       0.126608        7.64688         8.3255        2.14742
        1.18019    4.36961e-11      0.0106013      0.0791807       0.122332        7.53247        8.19312        2.35152
        1.18974    4.39231e-11     0.00764009      0.0795485       0.127554         7.2525        7.78379         2.9203
         1.1958    4.41475e-11      0.0123219      0.0800509       0.125364          7.637        8.36751        2.12609
         1.1891    4.39014e-11     0.00744716      0.0796441       0.124047        7.21388        7.71572        2.87021
        1.18589    4.41146e-11      0.0230072      0.0815605       0.125819        6.61031        6.78308        4.13377
        1.18914    4.38938e-11       0.044657      0.0814668       0.110146         6.5798         6.6886        4.26567
        1.19908    4.40135e-11        0.04354      0.0886121       0.113167        6.92283        7.20192        3.51142
        1.19677    4.39899e-11      0.0466421      0.0716169       0.125172        6.91427        7.19326        3.57664
        1.18698    4.39928e-11      0.0329484      0.0738931       0.132265        6.90303        7.14316        3.59165
        1.15656    4.33519e-11     0.00460218        0.07882       0.141186        7.00233        7.30202        3.42627
        1.17833    4.35543e-11       0.012753      0.0763286       0.138928        7.41064        7.96514        2.58256
        1.18432    4.38923e-11     0.00326832      0.0755224       0.127502         7.3506         7.9057        2.61893
        1.17902    4.35765e-11      0.0163832      0.0728326       0.125931        7.46421        8.07472         2.3584
        1.19503    4.36866e-11     0.00958766      0.0745467       0.129393         7.4405        8.03477        2.41637
        1.18704    4.40635e-11      0.0109744      0.0816512       0.124321        7.46816        8.16904        2.32382
         1.1735    4.33406e-11      0.0161079      0.0785549       0.127164        7.09813        7.58834        3.08763
        1.16902    4.35959e-11     0.00286336      0.0814395       0.126862        7.36275        7.95648          2.614
        1.16988    4.34805e-11     0.00838737      0.0851184       0.130914        7.29474        7.87482        2.83076
        1.18756    4.38151e-11     0.00465725      0.0769913       0.140181        7.41564         8.1304        2.54964
        1.19737    4.41116e-11     0.00445313       0.072751       0.141543        7.39246        8.20982        2.54585
         1.1955    4.39512e-11      0.0206774      0.0787888       0.120737        7.63776        8.61167         1.9629
        1.17807    4.35683e-11     0.00484739      0.0783176       0.118284        7.54199        8.46089        2.14651
        1.18674    4.37904e-11     0.00789766      0.0784626       0.119263        8.03076        9.23368        1.09329
        1.19085    4.39951e-11     0.00588657      0.0779528       0.114131        8.06182         9.3175        1.04388
        1.19023    4.38484e-11      0.0128938      0.0683177        0.10918        7.95683        9.16219        1.23309
        1.20453    4.41603e-11      0.0285701      0.0775896       0.104882         8.0084        9.25839        1.13667
        1.17644    4.36363e-11      0.0165607      0.0785412       0.103606        7.90262        9.08215        1.37856
         1.1778    4.36632e-11      0.0134497      0.0852175       0.106888        7.82537        8.96083        1.56484
        1.18712    4.38045e-11     0.00806435      0.0761727       0.117068        7.58397        8.54152        2.10118
        1.18161    4.37946e-11      0.0138579      0.0806765       0.119647        7.52443        8.45374        2.18568
        1.19686     4.3962e-11     0.00175095       0.085555       0.120124        7.49906        8.42493        2.22051
        1.20127    4.41789e-11     0.00244092      0.0841872       0.121535        7.50414        8.43912        2.14198
        1.19158    4.40029e-11     0.00877183      0.0771851       0.117494        7.54948         8.4829        2.05379
        1.18238    4.38097e-11      0.0109812      0.0839571       0.119084        7.46181        8.35555        2.21593
        1.18041    4.38359e-11      0.0180966      0.0792587       0.112037        7.54354        8.44887        2.09121
        1.18072    4.35883e-11      0.0342123       0.081328       0.111166        7.66547        8.66801        1.85053
        1.17758    4.36984e-11      0.0397471      0.0784636       0.102825        7.27136        8.06171        2.51447
        1.18496    4.38598e-11      0.0395484      0.0799942       0.111936        6.82696        7.36638        3.37528
        1.18689     4.3681e-11      0.0522793      0.0846276      0.0947969        7.32474        8.09344        2.44368
        1.19125     4.4037e-11      0.0582157      0.0751745      0.0901539        7.58733        8.48508          1.944
        1.18563    4.38965e-11      0.0526645      0.0712006      0.0971852        7.63048        8.56266        1.85644
        1.20409    4.40253e-11      0.0468644      0.0769266       0.105054        7.52347        8.42794         2.0833
         1.2003    4.39123e-11      0.0458599      0.0723591       0.111615        7.49929        8.43029        2.12036
        1.17869    4.38396e-11      0.0472253      0.0672268       0.101556        7.57507        8.53489        1.90178
        1.20678    4.40625e-11      0.0464883      0.0754329       0.105825        7.58628        8.54431        1.91045
         1.2064     4.4372e-11      0.0526122      0.0709766      0.0956952        7.55136        8.50264        1.91062
        1.20108    4.43517e-11      0.0481771      0.0765523      0.0942622        7.64905        8.62591        1.71514
        1.19124    4.37636e-11      0.0433705      0.0817336       0.105263        7.57343        8.54277        1.86152
        1.18503    4.35767e-11       0.024507       0.083306       0.116269        7.14715        7.90403        2.61701
        1.19064     4.4044e-11      0.0201599      0.0783535       0.133273        6.98728         7.6288        3.00389
        1.19415    4.39305e-11      0.0208433      0.0781491       0.122731        7.01578        7.63299        2.96525
        1.19512    4.38853e-11      0.0355493      0.0801905       0.120307        7.22408         7.9306        2.60852
        1.18189    4.36498e-11      0.0153407      0.0726843         0.1367        6.94319         7.4913        3.15929
        1.18226    4.38493e-11      0.0152633      0.0744319       0.140581        6.94847        7.49925        3.14968
        1.17612    4.33444e-11     0.00527606      0.0774931       0.137453        6.88465        7.39498        3.37283
         1.1843    4.38317e-11      0.0165915      0.0770153       0.135561        7.01528        7.59074        3.11873
        1.18835     4.3754e-11      0.0309271       0.077213        0.12041        7.12324        7.77732        2.87192
        1.17912    4.37542e-11      0.0217028      0.0806256       0.127602        6.90347        7.42088        3.30613
         1.1773    4.40385e-11      0.0305775      0.0841079       0.116982        7.35772        8.10002        2.51517
        1.19532    4.38881e-11       0.028548      0.0756583       0.124911        7.32083         8.0575        2.62022
        1.18196    4.38358e-11      0.0163548       0.077377       0.133205        7.26604        7.99062        2.76257
        1.18196    4.36196e-11     0.00883719      0.0841052       0.120946        7.33882        8.01894        2.61538
        1.18316    4.39939e-11     0.00664655      0.0820363       0.122282        7.56609        8.36051        2.16413
        1.19141    4.39141e-11      0.0106291      0.0759847       0.124944         7.4897        8.26609        2.28821
        1.18829    4.35317e-11      0.0105929      0.0800086       0.112723        7.57522        8.35605         2.1457
        1.19143    4.38977e-11      0.0295811      0.0779956       0.120767        7.50627        8.27296        2.34046
        1.19499    4.40608e-11      0.0118231      0.0764312       0.122659        7.62325        8.46204        2.04542
         1.1799    4.38198e-11      0.0265325      0.0781658       0.108739        7.57459         8.3776        2.07992
        1.18636    4.39223e-11      0.0352452       0.075683       0.113665        7.28181        7.91987        2.63296
        1.19906    4.39355e-11      0.0326921      0.0819822       0.118042        7.21877        7.84254        2.75802
        1.19382    4.43267e-11      0.0237162      0.0801599       0.119379        7.18994        7.80914        2.82874
        1.17613    4.36122e-11      0.0329247      0.0792363       0.121651        7.10338        7.66432        3.02204
        1.19013    4.39259e-11      0.0294704      0.0768893       0.126945        7.20629        7.88294        2.82669
        1.18821    4.36868e-11      0.0122168      0.0769118       0.137209        7.22335        7.91887        2.78829
        1.18257    4.37108e-11     0.00866327      0.0739073       0.134966        7.01991        7.62679         3.1742
        1.19019    4.40363e-11       0.017781      0.0794549        0.12126        7.05349        7.64158        3.12405
        1.18945    4.40371e-11      0.0309166      0.0823685       0.117312        7.29405        7.98721        2.65729
        1.18009    4.38188e-11      0.0277092       0.076848        0.12924        7.06392        7.69109        3.16802
        1.19245    4.41717e-11      0.0169128      0.0770986        0.13168        7.13524        7.78282        2.98783
        1.17348    4.34764e-11      0.0300109      0.0742217       0.129305        7.37005        8.16615         2.5393
        1.20672    4.44734e-11      0.0290354      0.0700336       0.131874        6.87564        7.48283        3.48791
        1.16829    4.34553e-11      0.0195702      0.0867428       0.130985        7.15834        7.90244        2.91695
         1.1793    4.36613e-11     0.00962367      0.0835032        0.12396        7.30024        8.09151        2.72588
        1.20295    4.42667e-11      0.0352675      0.0790551       0.119887        7.03001        7.66884        3.27229
        1.19427    4.38641e-11      0.0351545      0.0782949       0.129559        7.08558        7.74022        3.13618
        1.19707    4.38789e-11      0.0101887      0.0793467       0.135987        7.24544        8.02435        2.76327
        1.18837    4.40597e-11     0.00238091       0.079307       0.132142        7.29267        8.08781        2.67284
         1.1946    4.40638e-11      0.0108247      0.0765312       0.127624        7.33757        8.15188        2.63881
        1.18526    4.38786e-11      0.0126481      0.0817074       0.123711        7.27351        8.06737        2.76849
        1.17637    4.38241e-11      0.0245805      0.0799529       0.129001        7.23212        8.04796        2.80104
        1.17835    4.34416e-11      0.0160803      0.0756245       0.136484        7.32504        8.24448        2.54965
         1.1839    4.37899e-11     0.00259787      0.0763317       0.132846        7.34173        8.29924        2.41938
        1.18278    4.37144e-11      0.0038443      0.0750642       0.131096        7.32836        8.24513        2.48352
        1.17408     4.3712e-11      0.0123222      0.0773343        0.12884        7.25596        8.14059        2.59538
        1.16451    4.35467e-11      0.0040071      0.0774885       0.131156        7.60035        8.71135        1.88403
        1.18942     4.3603e-11     0.00243718      0.0755286       0.119761        7.73019        8.91611         1.6285
        1.19619    4.37306e-11     0.00412955      0.0766226       0.120928        7.54907        8.63571        1.99421
        1.17515    4.37859e-11     0.00678207      0.0797711        0.12705        7.52685        8.65095        1.99484
        1.19973    4.40771e-11     0.00425684      0.0769975       0.126895        7.41458        8.49696        2.19076
        1.18036    4.35675e-11      0.0131508      0.0778623        0.12725        7.41739        8.52794        2.22806
        1.18566    4.38235e-11     0.00738985      0.0835208       0.125132        7.30017        8.37368        2.41924
        1.18373    4.35417e-11      0.0160181      0.0740453       0.129973        7.47952        8.67596        2.06061
        1.19183    4.40916e-11      0.0140699      0.0736687       0.117348        7.56769        8.73411        1.94038
         1.1876    4.36358e-11      0.0167771      0.0804493       0.110144        7.58862        8.75067         1.8876
        1.18961    4.41538e-11      0.0436034      0.0710749       0.107944        7.53963         8.6658        2.00548
        1.19083      4.378e-11      0.0357201      0.0719399       0.113243        7.75266         8.9964          1.531
        1.19043    4.39027e-11      0.0313982      0.0737816       0.110437        7.64668        8.84819          1.702
        1.17426    4.38904e-11      0.0211995      0.0743969       0.113417        7.81287        9.10643        1.35487
        1.17795    4.37388e-11      0.0186909      0.0763573       0.107325        7.82654        9.08968        1.32757
        1.17676    4.36964e-11      0.0203238      0.0810249       0.103522        7.78311        9.01124        1.42162
        1.21636    4.43201e-11      0.0129554      0.0764028       0.118549        7.51139        8.61654        1.84311
        1.20039    4.40718e-11      0.0217241      0.0773576       0.114772         7.1978        8.10638        2.49011
        1.19347    4.37375e-11      0.0342609      0.0791109       0.113563        7.72435        8.98378        1.37143
        1.18909    4.37827e-11      0.0296227      0.0620675       0.115345         7.7566        9.05533         1.3171
        1.18632    4.37423e-11     0.00948305      0.0781635         0.1117        7.83842        9.18811        1.14514
        1.19621    4.38679e-11     0.00720282       0.069791       0.115657         7.8229        9.17637        1.16514
        1.19157    4.39189e-11     0.00429363      0.0786607       0.106424        7.96321        9.40176       0.843077
        1.19732    4.42224e-11     0.00615846      0.0759242       0.105136         7.8863        9.27469        1.00962
        1.19654    4.41201e-11     0.00212048      0.0773092       0.105372        8.09366        9.58698       0.598862
        1.18955    4.36938e-11    0.000617983      0.0712073      0.0988858        8.21873        9.76303       0.376001
        1.19501    4.39906e-11      0.0232543      0.0746022      0.0928599         8.1743        9.68174       0.484708
        1.19485    4.39636e-11      0.0163195      0.0800403      0.0956077        7.96273        9.35767       0.903212
        1.19568    4.40498e-11      0.0272345      0.0814878      0.0947132        7.86688        9.20819        1.08996
        1.18237    4.37847e-11      0.0329715      0.0791544      0.0986587        7.75112        9.03499        1.33411
        1.19665    4.40974e-11      0.0366763      0.0772949      0.0991064        7.67146        8.88425        1.56989
        1.17799    4.38688e-11      0.0409379      0.0758689       0.103407        7.57235        8.75493        1.76861
        1.16582    4.32509e-11      0.0429705      0.0732008       0.101226        7.55499        8.74735        1.81804
          1.167     4.3471e-11      0.0419788      0.0808127      0.0989727        7.51306        8.68187        1.89654
        1.16982     4.3763e-11      0.0376398      0.0816765       0.103641        7.52768        8.71423        1.86874
        1.19911    4.42078e-11      0.0351574      0.0726534       0.112778        7.36743         8.4568        2.21067
        1.19718    4.39951e-11      0.0300632      0.0772483       0.124234        7.17322        8.19809        2.60578
        1.17512    4.36349e-11      0.0211499      0.0750524        0.11838        7.13717        8.06011        2.67013
        1.18126    4.36872e-11      0.0409533      0.0833293       0.107467        7.09357        8.00231        2.80545
        1.18084     4.3702e-11        0.04591      0.0747083       0.109469        7.14435        8.04171        2.75335
        1.19015    4.38814e-11      0.0408688      0.0775633       0.114038        7.29767        8.26326        2.55237
        1.16574    4.34097e-11      0.0417725      0.0789618       0.109144        7.55613        8.69296        2.00313
        1.17401    4.35893e-11      0.0276541      0.0809156        0.11087        7.56448        8.70803        2.04939
        1.19931    4.39549e-11      0.0156739      0.0790428       0.121052        7.69635        8.92905        1.70625
        1.17928    4.34132e-11     0.00246958      0.0712652       0.120782        7.82744        9.14623        1.42858
        1.19464    4.36896e-11     0.00476705      0.0776767       0.115248        7.97031        9.34657        1.13619
        1.18459    4.37551e-11     0.00456249       0.080367       0.106403        7.94662        9.26547         1.2265
        1.17885    4.36105e-11      0.0334569      0.0679087       0.108668        8.04099        9.45162        1.01175
        1.17536    4.33378e-11      0.0299105      0.0676005       0.099193        8.11423        9.56885       0.816662
        1.20141    4.41401e-11      0.0299197      0.0677762       0.101548        8.02008        9.41431        1.02263
        1.18265    4.36573e-11      0.0206218      0.0776115      0.0984198        8.02776        9.42094        1.00829
        1.17201    4.38548e-11      0.0234663      0.0802892       0.093974        8.04471        9.42242        1.00069
        1.17502    4.36766e-11      0.0145024      0.0798161       0.101652        7.96535        9.27431        1.27104
        1.16696    4.33531e-11      0.0231389       0.082513       0.105808        7.81229        9.07473        1.56836
        1.19863    4.43042e-11      0.0222466      0.0708492       0.120311        7.85059        9.11386         1.5423
        1.19898    4.43703e-11       0.019621      0.0760726       0.115337        7.74044        8.96906        1.76546
        1.18933    4.40542e-11      0.0160731      0.0824114       0.110357        7.77933        9.04678        1.67682
        1.17447    4.36034e-11      0.0129941       0.077229       0.115717        7.59391        8.77365        1.98876
        1.19504    4.38415e-11      0.0085045      0.0778433       0.122844        7.58895        8.79072        1.94147
        1.17489     4.3644e-11      0.0171549      0.0713705       0.122351        7.38703        8.45568        2.32754
        1.18345    4.37407e-11      0.0233049      0.0852479       0.114371        7.48631        8.61415        2.14853
         1.1919    4.39762e-11      0.0346664       0.082723       0.107299        7.38158        8.47679        2.33565
        1.19193    4.40845e-11      0.0396593      0.0760464       0.104129        7.77513        9.02541         1.6046
        1.17942    4.36798e-11      0.0393118      0.0766515        0.10416        7.81675        9.11478        1.48218
        1.18822    4.37606e-11         0.0172      0.0723279       0.113515        7.75767        8.98754        1.64618
        1.18388    4.37577e-11     0.00646325      0.0796085       0.109449        7.69339        8.84834        1.76854
        1.18497    4.39735e-11     0.00836412      0.0775441        0.12081        7.34631        8.26088        2.44909
        1.19444    4.42738e-11      0.0336056      0.0775615       0.111694        7.17992        7.98837        2.78392
        1.18657    4.41431e-11      0.0292537      0.0817298       0.121483        7.24735        8.11078        2.54179
        1.18799    4.41695e-11     0.00742446      0.0829829       0.123838        7.50927        8.52771        2.03275
        1.18953    4.35885e-11     0.00570078      0.0822191       0.112928        7.67177        8.76172         1.7029
         1.1833    4.36361e-11      0.0229905      0.0805008       0.110038        7.69266        8.79499        1.68972
        1.18524    4.40191e-11      0.0224818      0.0768258       0.112383        7.65667        8.73881        1.79224
        1.19056    4.40711e-11      0.0187893      0.0751031       0.116449        7.56023        8.57079        1.95168
        1.20183    4.42384e-11      0.0162374      0.0791206       0.119022        7.42993        8.37958         2.2159
         1.1734    4.36412e-11      0.0174186      0.0780674       0.125642        6.95669        7.64468        3.15101
        1.18658    4.37118e-11      0.0261185      0.0821781       0.127081        7.01343        7.73186        3.06571
